age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,poutcome,cons.price.idx,cons.conf.idx,euribor3m,y
51,10,1,4,2,2,2,1,1,0,70,3,999,0,93.918,-42.7,4.962,0
42,8,0,0,1,2,2,1,1,0,163,2,999,0,93.918,-42.7,4.962,0
40,0,0,1,2,2,2,1,1,0,62,2,999,0,93.918,-42.7,4.962,0
37,8,0,5,1,2,2,1,1,0,110,5,999,0,93.918,-42.7,4.962,0
45,8,0,3,1,2,2,1,1,0,386,3,999,0,93.918,-42.7,4.962,0
34,8,0,3,2,2,2,1,1,0,295,3,999,0,93.918,-42.7,4.962,0
43,0,0,0,2,1,2,1,1,0,458,6,999,0,93.918,-42.7,4.962,1
51,8,1,5,2,1,2,1,1,0,117,3,999,0,93.918,-42.7,4.962,0
49,8,0,3,2,2,2,1,1,0,69,11,999,0,93.918,-42.7,4.962,0
43,8,2,5,2,2,2,1,1,0,48,20,999,0,93.918,-42.7,4.962,0
36,0,0,0,2,2,2,1,1,0,57,5,999,0,93.918,-42.7,4.962,0
50,7,1,5,2,1,2,1,1,0,983,2,999,0,93.918,-42.7,4.962,1
47,5,2,4,2,2,2,1,1,0,365,3,999,0,93.918,-42.7,4.962,1
42,4,0,5,1,1,1,1,1,0,95,2,999,0,93.918,-42.7,4.962,0
36,0,2,0,2,1,2,1,1,0,31,2,999,0,93.918,-42.7,4.962,0
38,5,0,5,2,2,2,1,1,0,55,5,999,0,93.918,-42.7,4.962,0
48,1,0,3,1,2,2,1,1,0,49,6,999,0,93.918,-42.7,4.962,0
44,0,2,3,1,1,2,0,1,0,193,2,999,0,93.918,-42.7,4.962,0
56,0,0,2,1,1,2,0,1,0,36,1,999,0,93.918,-42.7,4.962,0
40,0,0,4,2,2,2,1,1,0,108,3,999,0,93.918,-42.7,4.962,0
38,5,0,4,2,1,2,1,1,0,110,2,999,0,93.918,-42.7,4.962,0
46,1,0,3,1,1,2,1,1,0,57,2,999,0,93.918,-42.7,4.962,0
46,7,0,5,2,1,2,1,1,0,89,2,999,0,93.918,-42.7,4.962,0
44,0,2,3,1,1,2,1,1,0,699,2,999,0,93.918,-42.7,4.962,1
37,8,1,3,2,1,1,1,1,0,131,6,999,0,93.918,-42.7,4.962,0
43,1,0,1,1,1,2,1,1,0,463,1,999,0,93.918,-42.7,4.962,0
43,1,0,1,1,2,1,1,1,0,228,1,999,0,93.918,-42.7,4.962,0
31,7,2,5,2,2,2,1,1,0,30,2,999,0,93.918,-42.7,4.962,0
55,8,0,3,2,2,2,1,1,0,700,1,999,0,93.918,-42.7,4.962,1
53,8,0,5,2,2,1,1,1,0,124,2,999,0,93.918,-42.7,4.962,0
43,7,0,5,1,1,1,1,1,0,219,2,999,0,93.918,-42.7,4.962,0
45,1,0,4,2,2,1,1,1,0,307,1,999,0,93.918,-42.7,4.962,0
41,1,0,3,2,2,2,1,1,0,82,2,999,0,93.918,-42.7,4.962,0
51,8,1,5,2,2,2,1,1,0,151,2,999,0,93.918,-42.7,4.962,0
47,7,2,5,1,2,2,1,1,0,106,2,999,0,93.918,-42.7,4.962,0
58,10,0,6,1,2,2,0,1,0,121,1,999,0,93.918,-42.7,4.962,0
48,1,0,3,2,2,1,1,1,0,115,7,999,0,93.918,-42.7,4.962,0
43,1,0,1,1,0,0,1,1,0,939,2,999,0,93.918,-42.7,4.962,1
51,7,0,5,1,1,2,1,1,0,60,2,999,0,93.918,-42.7,4.962,0
45,8,1,5,2,2,1,1,1,0,340,1,999,0,93.918,-42.7,4.962,0
57,5,0,4,1,2,2,1,1,0,54,2,999,0,93.918,-42.7,4.962,0
44,5,1,5,1,1,2,1,1,0,73,2,999,0,93.918,-42.7,4.962,0
58,10,1,2,1,2,2,1,1,0,362,5,999,0,93.918,-42.7,4.962,0
43,7,0,5,1,2,1,1,1,0,746,1,999,0,93.918,-42.7,4.962,0
58,10,0,6,1,2,2,0,1,0,22,1,999,0,93.918,-42.7,4.962,0
38,8,0,3,2,2,2,1,1,0,319,2,999,0,93.918,-42.7,4.962,0
30,8,0,3,2,1,2,1,1,0,219,1,999,0,93.918,-42.7,4.962,0
43,5,1,3,2,2,1,1,1,0,200,1,999,0,93.918,-42.7,4.962,0
58,10,0,6,1,2,2,1,1,0,174,1,999,0,93.918,-42.7,4.962,0
51,5,0,0,1,1,2,1,1,0,136,4,999,0,93.918,-42.7,4.962,0
44,5,1,5,1,1,2,1,1,0,154,1,999,0,93.918,-42.7,4.962,0
40,0,0,4,2,1,2,0,1,0,108,5,999,0,93.918,-42.7,4.962,0
46,7,0,5,2,1,2,1,1,0,87,3,999,0,93.918,-42.7,4.962,0
57,5,0,4,2,1,2,1,1,0,68,2,999,0,93.918,-42.7,4.962,0
57,4,0,5,1,0,0,0,1,0,644,1,999,0,93.918,-42.7,4.962,0
59,0,0,1,1,2,2,1,1,0,108,7,999,0,93.918,-42.7,4.962,0
47,3,0,2,1,2,2,0,1,0,148,1,999,0,93.918,-42.7,4.962,0
56,1,0,5,2,1,2,1,1,0,139,2,999,0,93.918,-42.7,4.962,0
39,0,0,3,2,2,2,1,1,0,84,4,999,0,93.918,-42.7,4.962,0
40,0,0,4,2,1,2,1,1,0,240,2,999,0,93.918,-42.7,4.962,0
57,8,0,0,1,1,2,1,1,0,194,3,999,0,93.918,-42.7,4.962,0
47,0,0,4,2,2,1,1,1,0,330,4,999,0,93.918,-42.7,4.962,0
58,8,2,6,1,1,2,0,1,0,228,1,999,0,93.918,-42.7,4.962,0
46,7,0,5,2,1,2,1,1,0,662,2,999,0,93.918,-42.7,4.962,1
53,1,0,6,1,2,2,1,1,0,60,1,999,0,93.918,-42.7,4.962,0
57,4,0,5,1,2,2,0,1,0,40,1,999,0,93.918,-42.7,4.962,0
55,6,3,6,1,2,2,1,1,0,230,1,999,0,93.918,-42.7,4.962,0
31,8,2,5,2,1,2,1,1,0,173,1,999,0,93.918,-42.7,4.962,0
47,3,0,2,1,1,2,1,1,0,78,1,999,0,93.918,-42.7,4.962,0
59,10,0,0,2,1,2,1,1,0,551,4,999,0,93.918,-42.7,4.962,0
50,7,1,5,2,1,2,0,1,0,130,7,999,0,93.918,-42.7,4.962,0
58,8,2,6,1,1,1,1,1,0,49,1,999,0,93.918,-42.7,4.962,0
49,0,0,6,1,1,2,1,1,0,295,2,999,0,93.918,-42.7,4.962,0
47,3,0,2,1,1,2,1,1,0,139,1,999,0,93.918,-42.7,4.962,0
44,7,0,3,1,2,2,0,1,0,13,1,999,0,93.918,-42.7,4.962,0
47,3,0,2,1,2,2,1,1,0,367,1,999,0,93.918,-42.7,4.962,0
44,7,0,3,1,1,2,0,1,0,137,1,999,0,93.918,-42.7,4.962,0
42,4,0,5,2,1,2,1,1,0,97,2,999,0,93.918,-42.7,4.962,0
55,8,0,5,2,1,2,1,1,0,73,4,999,0,93.918,-42.7,4.962,0
44,7,0,3,1,2,2,1,1,0,126,1,999,0,93.918,-42.7,4.962,0
44,7,0,3,1,1,2,1,1,0,164,1,999,0,93.918,-42.7,4.962,0
39,8,2,5,2,2,2,1,1,0,50,3,999,0,93.918,-42.7,4.962,0
42,8,0,5,2,1,2,1,1,0,24,12,999,0,93.918,-42.7,4.962,0
42,4,0,5,2,1,2,1,1,0,84,2,999,0,93.918,-42.7,4.962,0
43,1,0,1,1,1,2,1,1,0,547,3,999,0,93.918,-42.7,4.962,0
44,7,0,3,1,1,1,1,1,0,292,1,999,0,93.918,-42.7,4.962,0
50,6,0,6,1,1,2,1,1,0,53,1,999,0,93.918,-42.7,4.962,0
56,0,0,2,1,1,2,1,1,0,241,6,999,0,93.918,-42.7,4.962,0
44,7,0,3,1,2,2,1,1,0,418,1,999,0,93.918,-42.7,4.962,0
44,1,1,3,2,2,1,0,1,0,112,1,999,0,93.918,-42.7,4.962,0
57,10,0,2,1,1,1,1,1,0,65,5,999,0,93.918,-42.7,4.962,0
42,8,0,3,2,2,1,0,1,0,388,1,999,0,93.918,-42.7,4.962,0
53,9,0,1,1,1,2,1,1,0,273,1,999,0,93.918,-42.7,4.962,0
59,3,1,6,1,1,2,1,1,0,103,3,999,0,93.918,-42.7,4.962,0
44,1,1,3,2,2,1,1,1,0,1169,1,999,0,93.918,-42.7,4.962,1
46,8,1,5,2,2,2,0,1,0,59,4,999,0,93.918,-42.7,4.962,0
40,0,0,4,2,2,1,1,1,0,431,1,999,0,93.918,-42.7,4.962,1
50,6,0,6,1,2,2,1,1,0,143,1,999,0,93.918,-42.7,4.962,0
43,1,0,1,1,2,1,1,1,0,405,3,999,0,93.918,-42.7,4.962,0
49,8,0,3,2,2,1,1,1,0,263,1,999,0,93.918,-42.7,4.962,0
40,4,0,6,1,1,2,1,1,0,143,9,999,0,93.918,-42.7,4.962,0
40,8,1,3,2,1,2,1,1,0,837,2,999,0,93.918,-42.7,4.962,1
45,1,0,4,2,2,2,1,1,0,19,23,999,0,93.918,-42.7,4.962,0
36,0,0,0,2,1,2,1,1,0,63,1,999,0,93.918,-42.7,4.962,0
45,8,0,3,1,1,1,0,1,0,55,1,999,0,93.918,-42.7,4.962,0
51,1,0,3,1,2,2,0,1,0,596,3,999,0,93.918,-42.7,4.962,1
37,8,0,5,1,2,2,1,1,0,35,1,999,0,93.918,-42.7,4.962,0
47,3,0,2,1,1,2,1,1,0,71,3,999,0,93.918,-42.7,4.962,0
38,8,1,5,2,1,2,1,1,0,101,3,999,0,93.918,-42.7,4.962,0
43,1,0,3,2,1,2,1,1,0,337,1,999,0,93.918,-42.7,4.962,0
43,1,0,1,1,2,2,1,1,0,65,4,999,0,93.918,-42.7,4.962,0
42,6,0,6,2,2,2,1,1,0,48,9,999,0,93.918,-42.7,4.962,0
45,1,0,3,1,1,2,1,1,0,174,1,999,0,93.918,-42.7,4.962,0
45,8,0,3,1,2,2,1,1,0,201,1,999,0,93.918,-42.7,4.962,0
45,8,1,1,2,1,1,0,1,0,296,1,999,0,93.918,-42.7,4.962,0
35,2,2,5,2,1,2,1,1,0,180,3,999,0,93.918,-42.7,4.962,0
37,8,0,5,1,1,2,1,1,0,332,1,999,0,93.918,-42.7,4.962,0
56,0,0,2,1,1,2,1,1,0,55,3,999,0,93.918,-42.7,4.962,0
45,8,0,3,1,1,1,1,1,0,301,1,999,0,93.918,-42.7,4.962,0
51,8,1,5,2,1,2,0,1,0,359,1,999,0,93.918,-42.7,4.962,0
54,0,0,2,2,1,2,1,1,0,54,1,999,0,93.918,-42.7,4.962,0
51,5,0,0,1,2,2,1,1,0,114,1,999,0,93.918,-42.7,4.962,0
59,8,1,3,2,2,2,1,1,0,86,3,999,0,93.918,-42.7,4.962,0
55,8,1,5,2,2,2,1,1,0,404,2,999,0,93.918,-42.7,4.962,0
34,0,2,3,2,2,2,1,1,0,435,2,999,0,93.918,-42.7,4.962,0
57,8,0,5,2,1,1,1,1,0,231,3,999,0,93.918,-42.7,4.962,0
40,0,0,2,2,2,1,0,1,0,40,5,999,0,93.918,-42.7,4.962,0
43,8,2,5,2,2,2,1,1,0,73,6,999,0,93.918,-42.7,4.962,0
45,8,1,3,2,1,2,1,1,0,300,1,999,0,93.918,-42.7,4.962,0
48,1,0,3,1,2,2,1,1,0,193,6,999,0,93.918,-42.7,4.962,0
44,7,0,3,1,1,1,0,1,0,73,5,999,0,93.918,-42.7,4.962,0
58,10,0,2,1,1,2,1,1,0,22,18,999,0,93.918,-42.7,4.962,0
47,5,0,0,2,2,2,1,1,0,502,2,999,0,93.918,-42.7,4.962,0
47,4,0,5,2,1,1,1,1,0,83,4,999,0,93.918,-42.7,4.962,0
51,8,1,5,2,2,2,1,1,0,289,4,999,0,93.918,-42.7,4.962,0
54,7,1,4,2,1,2,1,1,0,89,1,999,0,93.918,-42.7,4.962,0
48,1,0,3,2,1,2,1,1,0,157,3,999,0,93.918,-42.7,4.962,0
51,8,1,5,2,2,2,1,1,0,438,2,999,0,93.918,-42.7,4.962,0
55,5,0,4,2,1,2,0,1,0,155,1,999,0,93.918,-42.7,4.962,0
40,0,0,4,2,1,2,1,1,0,189,1,999,0,93.918,-42.7,4.962,0
40,0,0,4,2,2,2,1,1,0,96,3,999,0,93.918,-42.7,4.962,0
39,8,2,5,2,2,1,1,1,0,25,18,999,0,93.918,-42.7,4.962,0
44,1,1,3,2,2,1,1,1,0,395,2,999,0,93.918,-42.7,4.962,0
26,0,2,3,1,2,2,1,1,0,246,1,999,0,93.918,-42.7,4.962,0
59,8,1,3,1,1,1,1,1,0,630,3,999,0,93.918,-42.7,4.962,1
37,8,0,5,2,1,2,1,1,0,60,4,999,0,93.918,-42.7,4.962,0
51,5,0,0,1,1,2,1,1,0,116,3,999,0,93.918,-42.7,4.962,0
40,4,0,6,1,1,2,0,1,0,1025,1,999,0,93.918,-42.7,4.962,0
47,8,0,5,1,2,2,1,1,0,231,8,999,0,93.918,-42.7,4.962,0
43,1,0,1,1,2,1,1,1,0,76,5,999,0,93.918,-42.7,4.962,0
53,9,0,1,1,2,2,1,1,0,131,3,999,0,93.918,-42.7,4.962,0
51,8,1,5,2,1,2,1,1,0,470,2,999,0,93.918,-42.7,4.962,0
50,7,1,5,2,1,2,1,1,0,85,3,999,0,93.918,-42.7,4.962,0
48,0,0,0,2,2,1,1,1,0,60,3,999,0,93.918,-42.7,4.962,0
48,5,0,4,2,2,2,1,1,0,383,2,999,0,93.918,-42.7,4.962,1
36,1,2,3,2,1,2,1,1,0,719,2,999,0,93.918,-42.7,4.962,0
40,9,0,0,1,2,2,1,1,0,68,2,999,0,93.918,-42.7,4.962,0
56,8,1,1,1,1,2,1,1,0,70,3,999,0,93.918,-42.7,4.962,0
36,0,2,0,2,1,2,1,1,0,234,2,999,0,93.918,-42.7,4.962,0
40,0,0,4,2,1,2,1,1,0,81,5,999,0,93.918,-42.7,4.962,0
59,0,0,1,1,1,2,1,1,0,106,10,999,0,93.918,-42.7,4.962,0
57,4,0,5,1,1,2,1,1,0,83,4,999,0,93.918,-42.7,4.962,0
44,0,0,0,2,2,2,1,1,0,89,2,999,0,93.918,-42.7,4.962,0
47,0,0,2,2,2,2,1,1,0,82,4,999,0,93.918,-42.7,4.962,0
42,1,1,3,1,2,2,1,1,0,118,3,999,0,93.918,-42.7,4.962,0
46,8,0,3,2,1,2,1,1,0,76,10,999,0,93.918,-42.7,4.962,0
49,5,2,5,1,1,2,0,1,0,97,1,999,0,93.918,-42.7,4.962,0
47,0,0,4,2,1,2,1,1,0,86,2,999,0,93.918,-42.7,4.962,0
46,0,0,3,1,1,2,1,1,0,33,29,999,0,93.918,-42.7,4.962,0
51,8,1,5,2,2,2,1,1,0,1339,2,999,0,93.918,-42.7,4.962,0
49,5,0,4,2,2,2,1,1,0,359,2,999,0,93.918,-42.7,4.962,0
40,0,0,4,2,1,2,1,1,0,102,5,999,0,93.918,-42.7,4.962,0
46,3,0,2,1,2,2,1,1,0,59,8,999,0,93.918,-42.7,4.962,0
43,8,0,3,2,2,2,1,1,0,128,22,999,0,93.918,-42.7,4.962,0
53,1,0,3,1,2,2,1,1,0,153,1,999,0,93.918,-42.7,4.962,0
41,5,1,4,2,2,2,1,1,0,112,2,999,0,93.918,-42.7,4.962,0
40,0,0,4,2,1,2,1,1,0,674,2,999,0,93.918,-42.7,4.962,0
37,8,0,5,2,1,2,0,1,0,1009,5,999,0,93.918,-42.7,4.962,1
55,4,0,6,1,1,2,1,1,0,136,3,999,0,93.918,-42.7,4.962,0
54,8,0,5,1,2,2,1,1,0,121,2,999,0,93.918,-42.7,4.962,0
40,4,0,6,1,2,2,0,1,0,81,2,999,0,93.918,-42.7,4.962,0
42,7,1,5,1,2,2,1,1,0,141,3,999,0,93.918,-42.7,4.962,0
44,1,1,3,2,2,2,1,1,0,158,5,999,0,93.918,-42.7,4.962,0
48,5,0,6,2,2,2,1,1,0,1096,2,999,0,93.918,-42.7,4.962,1
42,4,0,5,2,0,0,1,1,0,624,3,999,0,93.918,-42.7,4.962,0
43,7,0,5,1,1,2,1,1,0,93,2,999,0,93.918,-42.7,4.962,0
49,5,0,4,2,2,2,1,1,0,534,3,999,0,93.918,-42.7,4.962,0
43,9,1,0,2,1,2,1,1,0,117,2,999,0,93.918,-42.7,4.962,0
54,3,1,2,2,2,1,1,1,0,78,3,999,0,93.918,-42.7,4.962,0
37,0,0,0,2,2,2,1,1,0,247,3,999,0,93.918,-42.7,4.962,0
45,1,0,5,1,2,2,0,1,0,317,8,999,0,93.918,-42.7,4.962,0
53,8,1,3,2,2,2,0,1,0,75,3,999,0,93.918,-42.7,4.962,0
53,7,0,6,2,2,1,1,1,0,88,9,999,0,93.918,-42.7,4.962,0
56,1,1,5,2,2,2,1,1,0,63,5,999,0,93.918,-42.7,4.962,0
43,0,0,0,2,2,2,1,1,0,318,7,999,0,93.918,-42.7,4.962,0
30,8,0,6,2,1,2,1,1,0,246,3,999,0,93.918,-42.7,4.962,0
52,8,1,5,2,2,2,1,1,0,867,2,999,0,93.918,-42.7,4.962,1
43,9,1,0,2,2,1,0,1,0,41,2,999,0,93.918,-42.7,4.962,0
48,6,0,6,1,2,2,1,1,0,207,7,999,0,93.918,-42.7,4.962,0
41,8,0,3,2,2,1,1,1,0,234,15,999,0,93.918,-42.7,4.962,0
36,7,2,5,2,1,2,1,1,0,310,5,999,0,93.918,-42.7,4.962,0
48,4,0,3,1,2,1,1,1,0,88,3,999,0,93.918,-42.7,4.962,0
45,8,0,3,2,2,1,1,1,0,283,4,999,0,93.918,-42.7,4.962,0
42,8,2,0,1,2,2,1,1,0,418,3,999,0,93.918,-42.7,4.962,0
45,4,1,5,2,1,2,1,1,0,179,8,999,0,93.918,-42.7,4.962,0
39,8,2,3,2,1,2,1,1,0,419,7,999,0,93.918,-42.7,4.962,0
43,3,0,2,2,2,2,1,1,0,88,4,999,0,93.918,-42.7,4.962,0
53,7,1,3,2,1,2,1,1,0,121,2,999,0,93.918,-42.7,4.962,0
56,0,1,6,2,1,2,1,1,0,42,3,999,0,93.918,-42.7,4.962,0
41,1,0,3,1,1,1,0,1,0,187,11,999,0,93.918,-42.7,4.962,0
48,8,2,5,2,2,1,1,1,0,141,7,999,0,93.918,-42.7,4.962,0
53,8,0,5,2,2,2,1,1,0,320,3,999,0,93.918,-42.7,4.962,0
42,5,1,4,2,2,1,1,1,0,154,5,999,0,93.918,-42.7,4.962,0
41,8,0,3,2,1,2,1,1,0,339,8,999,0,93.918,-42.7,4.962,0
54,8,1,3,2,1,2,1,1,0,493,5,999,0,93.918,-42.7,4.962,0
43,8,0,3,2,1,1,1,1,0,551,3,999,0,93.918,-42.7,4.962,1
50,4,0,4,2,2,1,1,1,0,106,2,999,0,93.918,-42.7,4.962,0
44,8,0,5,2,2,1,1,1,0,239,4,999,0,93.918,-42.7,4.962,0
39,5,2,5,1,1,2,1,1,0,644,3,999,0,93.918,-42.7,4.962,0
57,10,0,5,2,2,2,1,1,0,322,11,999,0,93.918,-42.7,4.962,0
54,8,1,6,2,2,1,1,1,0,269,7,999,0,93.918,-42.7,4.962,0
38,8,0,5,2,2,2,1,1,0,124,3,999,0,93.918,-42.7,4.962,0
39,5,2,5,1,2,2,1,1,0,333,4,999,0,93.918,-42.7,4.962,0
53,8,0,3,2,1,2,1,1,0,180,5,999,0,93.918,-42.7,4.962,0
32,0,2,2,2,1,2,1,1,0,160,4,999,0,93.918,-42.7,4.962,0
47,1,1,3,2,2,2,1,1,0,192,19,999,0,93.918,-42.7,4.962,0
49,7,0,5,1,2,2,0,1,0,182,12,999,0,93.918,-42.7,4.962,0
36,3,0,2,2,2,2,1,1,0,76,2,999,0,93.918,-42.7,4.962,0
50,4,1,5,1,2,2,1,1,0,433,4,999,0,93.918,-42.7,4.962,0
56,5,1,1,2,2,2,1,1,0,120,4,999,0,93.918,-42.7,4.962,0
27,8,0,3,2,2,2,1,1,0,290,2,999,0,93.918,-42.7,4.962,0
57,8,0,5,2,2,2,1,1,0,118,4,999,0,93.918,-42.7,4.962,0
39,8,1,3,2,2,2,1,1,0,58,5,999,0,93.918,-42.7,4.962,0
46,8,0,3,2,2,2,1,1,0,149,11,999,0,93.918,-42.7,4.962,0
40,8,1,5,2,1,2,1,1,0,114,4,999,0,93.918,-42.7,4.962,0
38,11,2,6,1,1,2,1,1,0,91,3,999,0,93.918,-42.7,4.962,0
43,9,1,0,2,1,2,1,1,0,398,7,999,0,93.918,-42.7,4.962,0
42,1,0,2,2,1,2,1,1,0,101,3,999,0,93.918,-42.7,4.962,0
56,0,1,6,2,1,1,1,1,0,117,8,999,0,93.918,-42.7,4.962,0
47,1,0,1,2,2,2,1,1,0,159,10,999,0,93.918,-42.7,4.962,0
40,7,0,5,1,2,2,1,1,0,37,12,999,0,93.918,-42.7,4.962,0
36,5,1,5,2,1,1,1,1,0,127,4,999,0,93.918,-42.7,4.962,0
43,3,0,2,2,1,2,1,1,0,90,6,999,0,93.918,-42.7,4.962,0
46,8,1,4,2,1,1,1,1,0,155,2,999,0,93.918,-42.7,4.962,0
37,1,0,3,2,1,1,1,1,0,264,5,999,0,93.918,-42.7,4.962,0
58,9,1,3,2,1,2,1,1,0,377,4,999,0,93.918,-42.7,4.962,0
57,10,0,3,2,1,2,1,1,0,73,2,999,0,93.918,-42.7,4.962,0
58,3,0,5,1,2,2,1,1,0,71,6,999,0,93.918,-42.7,4.962,0
44,0,0,6,1,1,2,1,1,0,118,2,999,0,93.918,-42.7,4.962,0
58,8,0,5,1,1,2,1,1,0,257,6,999,0,93.918,-42.7,4.962,0
30,8,0,6,2,1,2,1,1,0,234,11,999,0,93.918,-42.7,4.962,0
49,0,1,1,1,1,2,1,1,0,1065,3,999,0,93.918,-42.7,4.962,1
55,1,1,3,2,2,2,1,1,0,499,3,999,0,93.918,-42.7,4.962,0
30,8,0,6,2,1,2,1,1,0,220,6,999,0,93.918,-42.7,4.962,0
30,8,0,6,2,1,2,1,1,0,270,3,999,0,93.918,-42.7,4.962,0
55,0,1,2,2,2,2,1,1,0,213,3,999,0,93.918,-42.7,4.962,0
56,0,1,1,1,1,2,0,1,0,1037,3,999,0,93.918,-42.7,4.962,0
36,3,0,2,2,1,2,1,1,0,262,4,999,0,93.918,-42.7,4.962,0
46,4,0,5,2,1,2,1,1,0,22,3,999,0,93.918,-42.7,4.962,0
53,7,0,6,2,1,2,1,1,0,123,2,999,0,93.918,-42.7,4.962,0
46,7,0,0,1,1,2,1,1,0,83,7,999,0,93.918,-42.7,4.962,0
47,0,1,0,2,2,1,1,1,0,138,3,999,0,93.918,-42.7,4.962,0
48,4,0,5,1,1,2,1,1,0,191,2,999,0,93.918,-42.7,4.962,0
39,5,2,5,1,2,2,1,1,0,267,5,999,0,93.918,-42.7,4.962,0
53,10,1,0,2,1,2,0,1,0,313,16,999,0,93.918,-42.7,4.962,0
55,8,0,3,2,2,2,1,1,0,170,3,999,0,93.918,-42.7,4.962,0
57,10,2,6,1,1,2,1,1,0,117,5,999,0,93.918,-42.7,4.962,0
38,11,2,6,1,2,1,1,1,0,76,4,999,0,93.918,-42.7,4.962,0
48,10,0,2,1,1,1,1,1,0,780,2,999,0,93.918,-42.7,4.962,0
52,2,0,0,2,2,2,1,1,0,165,5,999,0,93.918,-42.7,4.962,0
36,5,0,4,2,1,2,1,1,0,314,4,999,0,93.918,-42.7,4.962,0
48,3,0,5,2,2,2,1,1,0,306,6,999,0,93.918,-42.7,4.962,0
52,3,0,0,2,2,2,1,1,0,83,12,999,0,93.918,-42.7,4.962,0
47,1,0,1,2,2,2,1,1,0,320,3,999,0,93.918,-42.7,4.962,0
43,9,1,0,2,1,2,1,1,0,39,9,999,0,93.918,-42.7,4.962,0
58,5,1,6,1,2,2,1,1,0,341,12,999,0,93.918,-42.7,4.962,0
34,8,0,5,2,2,1,1,1,0,151,7,999,0,93.918,-42.7,4.962,0
57,10,0,3,2,1,2,1,1,0,377,2,999,0,93.918,-42.7,4.962,0
51,2,1,5,2,0,0,1,1,0,19,14,999,0,93.918,-42.7,4.962,0
41,8,0,3,2,2,1,1,1,0,76,3,999,0,93.918,-42.7,4.962,0
55,5,0,0,1,2,2,1,1,0,72,6,999,0,93.918,-42.7,4.962,0
57,8,0,5,1,2,2,1,1,0,194,24,999,0,93.918,-42.7,4.962,0
45,4,1,5,2,1,1,1,1,0,890,4,999,0,93.918,-42.7,4.962,1
43,1,0,3,2,2,1,0,1,0,118,8,999,0,93.918,-42.7,4.962,0
45,4,1,5,2,2,2,1,1,0,168,4,999,0,93.918,-42.7,4.962,0
58,5,0,4,2,1,1,0,1,0,76,18,999,0,93.918,-42.7,4.962,0
56,1,1,3,2,1,2,1,1,0,167,6,999,0,93.918,-42.7,4.962,0
48,8,2,5,2,1,2,1,1,0,472,3,999,0,93.918,-42.7,4.962,0
54,4,1,3,1,1,2,0,1,0,178,4,999,0,93.918,-42.7,4.962,0
46,8,1,4,2,2,2,1,1,0,276,2,999,0,93.918,-42.7,4.962,0
49,5,0,5,2,1,2,1,1,0,147,15,999,0,93.918,-42.7,4.962,0
60,10,1,4,2,1,2,1,1,0,131,7,999,0,93.918,-42.7,4.962,0
56,0,1,0,2,2,1,1,1,0,123,3,999,0,93.918,-42.7,4.962,0
54,3,1,2,2,2,2,1,1,0,50,4,999,0,93.918,-42.7,4.962,0
50,8,1,5,1,1,1,1,1,0,85,9,999,0,93.918,-42.7,4.962,0
41,6,3,6,2,2,2,1,1,0,91,13,999,0,93.918,-42.7,4.962,0
53,0,0,3,2,2,2,1,1,0,209,4,999,0,93.918,-42.7,4.962,0
58,8,1,5,2,1,2,1,1,0,97,6,999,0,93.918,-42.7,4.962,0
46,4,0,5,2,2,2,1,1,0,152,4,999,0,93.918,-42.7,4.962,0
44,5,1,4,2,1,1,0,1,0,107,3,999,0,93.918,-42.7,4.962,0
42,3,0,0,1,1,2,1,1,0,100,16,999,0,93.918,-42.7,4.962,0
46,7,0,0,1,2,1,1,1,0,488,4,999,0,93.918,-42.7,4.962,0
43,9,1,0,2,2,2,1,1,0,265,4,999,0,93.918,-42.7,4.962,0
57,10,2,6,1,2,1,1,1,0,174,6,999,0,93.918,-42.7,4.962,0
40,0,0,0,1,2,2,1,1,0,504,4,999,0,93.918,-42.7,4.962,0
26,8,2,5,2,1,2,0,1,0,127,7,999,0,93.918,-42.7,4.962,0
53,0,0,3,2,1,1,1,1,0,136,2,999,0,93.918,-42.7,4.962,0
55,1,1,3,2,1,2,1,1,0,164,7,999,0,93.918,-42.7,4.962,0
48,10,0,2,1,1,2,1,1,0,110,4,999,0,93.918,-42.7,4.962,0
53,0,0,3,2,2,1,1,1,0,243,2,999,0,93.918,-42.7,4.962,0
36,3,0,2,2,2,1,1,1,0,120,6,999,0,93.918,-42.7,4.962,0
57,8,0,4,2,0,0,1,1,0,127,6,999,0,93.918,-42.7,4.962,0
42,3,0,2,1,2,2,0,1,0,122,3,999,0,93.918,-42.7,4.962,0
40,8,1,5,2,1,2,1,1,0,206,10,999,0,93.918,-42.7,4.962,0
44,5,1,4,2,2,1,0,1,0,90,11,999,0,93.918,-42.7,4.962,0
48,10,0,2,1,2,1,0,1,0,27,17,999,0,93.918,-42.7,4.962,0
39,8,1,3,2,1,2,0,1,0,210,3,999,0,93.918,-42.7,4.962,0
49,5,0,3,2,2,2,0,1,0,126,8,999,0,93.918,-42.7,4.962,0
54,3,0,2,1,1,2,1,1,0,125,2,999,0,93.918,-42.7,4.962,0
39,8,2,3,2,2,2,0,1,0,215,3,999,0,93.918,-42.7,4.962,0
50,5,2,4,2,1,1,1,1,0,173,8,999,0,93.918,-42.7,4.962,0
49,0,1,1,1,2,2,1,1,0,786,4,999,0,93.918,-42.7,4.962,0
47,3,0,2,1,1,2,1,1,3,38,16,999,0,93.918,-42.7,4.961,0
